Sender_name,Receiver_name,currency,timestamp,total_sent,total_received,balance
Leblanc S.A.S.,Schmitt,EUR,2021-01-23T03:19:01.236297Z,67782.48796111211,67782.48796111211,0.0
"Forster, Mitchell and Hall",Leduc,EUR,2021-02-14T16:40:09.192735Z,20251.697265625,30723.6091867851,10471.9119211601
Koninklijke Stinis,Bourdon S.A.,EUR,2021-02-14T17:07:51.274804Z,8933.605906011493,51851.95553699767,42918.34963098618
Kusch,Armstrong Inc,EUR,2021-03-14T13:54:32.897063Z,37412.26,38402.74937766714,990.4893776671379
Henderson-Wright,"Simpson, Thompson and Lamb",EUR,2021-03-15T03:26:17.451627Z,82042.99366079563,17694.648212116612,-64348.34544867902
"Smith, Francis and Hurst",Henderson-Wright,EUR,2021-03-22T17:31:52.591985Z,18662.6217,18662.6217,0.0
Fabre SA,Kusch,EUR,2021-03-30T20:04:14.860337Z,47842.40086294159,47842.40086294159,0.0
Stichting Mol,"Johnston, Woodward and Anderson",EUR,2021-03-31T09:45:36.11858Z,18207.02013691323,32410.342883262478,14203.322746349248
Goudriaan NV,"Houghton, Murray and Thomas",EUR,2021-04-28T16:21:15.344911Z,87278.92030483372,87278.92030483372,0.0
Mars,"Jones, Smith and Waters",EUR,2021-05-02T12:04:30.16243Z,7955.255,6744.049779677852,-1211.2052203221483
Ruppert GmbH & Co. KG,"Kaur, Kemp and Turner",EUR,2021-05-04T00:42:58.584834Z,46767.41929828048,46767.41929828048,0.0
Didier,Schmitt,EUR,2021-05-07T00:19:09.646407Z,6941.973,109086.5209885517,102144.5479885517
Freudenberger Grein Groth GmbH & Co. KG,Armstrong Inc,EUR,2021-05-12T03:30:14.459954Z,23588.214578269806,23588.214578269806,0.0
Nelson Group,Goudriaan NV,EUR,2021-05-24T22:21:35.557306Z,68101.9140625,13913.872505757161,-54188.04155674284
Merle,Samson,EUR,2021-05-27T10:47:15.118848Z,15162.39960553953,12482.794921875,-2679.604683664529
Leblanc S.A.S.,Hayes and Sons,EUR,2021-06-06T20:01:23.742414Z,99031.04395005222,43922.76775130394,-55108.27619874828
Jäntsch Schweitzer GmbH & Co. KG,"Kaur, Kemp and Turner",EUR,2021-06-29T20:16:32.150661Z,81698.37059672031,100806.28073607577,19107.91013935546
Remmers & Gruijl,Leblanc S.A.S.,EUR,2021-07-05T09:10:56.060948Z,16060.455078125,16060.455078125,0.0
Winters Groep,Armstrong Inc,EUR,2021-07-17T00:09:29.456805Z,66794.7890625,66794.7890625,0.0
"Jones, Smith and Waters",Schofield PLC,EUR,2021-08-14T01:16:54.284687Z,1944.0319482722855,63086.1742,61142.14225172772
Johnson-Dawson,"Gough, Evans and Blackburn",EUR,2021-08-15T21:19:40.259464Z,2833.9843,2833.9843,0.0
Koninklijke Stinis,Delahaye,EUR,2021-08-27T16:52:22.266635Z,47570.6295,47570.6295,0.0
Guibert S.A.S.,Kaul GbR,EUR,2021-09-04T02:01:53.846711Z,84576.1640625,84576.1640625,0.0
van der Noot & Jonkman,Nelson Group,EUR,2021-09-05T06:48:36.611278Z,25543.59375,25543.59375,0.0
Gröttner,"Jones, Smith and Waters",EUR,2021-09-09T01:03:16.451177Z,47167.53719179706,23625.45012734531,-23542.087064451753
"Kaur, Kemp and Turner",Guillon Lesage S.A.,EUR,2021-09-25T22:38:52.912272Z,30753.78683634477,30753.78683634477,0.0
Ruppert GmbH & Co. KG,Franke,EUR,2021-10-01T09:53:53.052319Z,42565.15952399028,56710.916938708375,14145.757414718093
Leconte,Royal Schagen,EUR,2021-10-13T11:09:06.263132Z,91112.95341394025,91112.95341394025,0.0
Legendre Maury S.A.,"Smith, Francis and Hurst",EUR,2021-11-09T02:11:04.68264Z,78832.46875,93598.86659833991,14766.397848339911
"Cooke, Cook and Bell",Teixeira S.A.S.,EUR,2022-10-16T16:07:23.027994Z,44880.4628,44880.4628,0.0
Koninklijke van Brunswijk,Merle,EUR,2023-02-18T20:51:39.519305Z,9999.9351,9999.9351,0.0
Armstrong Inc,Delahaye,EUR,2021-01-09T16:14:41.160841Z,69436.8671875,78540.6545,9103.787312500004
Maillard,Salz,EUR,2021-01-30T13:30:59.093606Z,84584.78125,20255.203125,-64329.578125
Welch-Ryan,"Wilkinson, Bennett and Stanley",EUR,2021-02-14T19:02:54.377281Z,5684.366699307479,5684.366699307479,0.0
Fischer,"Stokes, Adams and Robinson",EUR,2021-03-13T15:56:27.629652Z,82634.72024656236,67464.69784391133,-15170.022402651026
Bender Scheibe GmbH & Co. OHG,Fabre SA,EUR,2021-04-20T01:48:09.939459Z,67890.546875,58128.84883238502,-9761.698042614982
Auger Legros SARL,Welch-Ryan,EUR,2021-05-15T23:01:13.574454Z,73390.75094831674,112615.65956921224,39224.9086208955
Guibert S.A.S.,"Johnson, Hope and Evans",EUR,2021-05-22T01:50:23.165597Z,80006.4609375,80006.4609375,0.0
Schofield PLC,Croon Elektrotechniek,EUR,2021-05-24T06:35:40.976857Z,88160.46822805952,88160.46822805952,0.0
Koninklijke van Brunswijk,van der Noot & Jonkman,EUR,2021-05-30T03:06:42.845141Z,19765.520216494584,19765.520216494584,0.0
Kaul GbR,"Johnson, Hope and Evans",EUR,2021-06-24T18:23:53.463187Z,61354.51171875,61354.51171875,0.0
Bosch & van Haspengouw,Bailey-Bolton,EUR,2021-07-11T05:13:08.666232Z,46307.07469221333,46307.07469221333,0.0
"Jones, Smith and Waters",Coolen NV,EUR,2021-07-14T11:30:54.732532Z,62031.45561291629,62031.45561291629,0.0
Royal Schagen,Cichorius,EUR,2021-07-31T12:23:24.706279Z,57795.43017385363,64846.56717784617,7051.137003992539
Auger Legros SARL,Goudriaan NV,EUR,2021-08-05T07:02:15.995524Z,26614.601126758782,35728.45097555421,9113.849848795428
Delahaye,Winters Groep,EUR,2021-08-08T18:21:48.325388Z,9385.62109375,89235.6388702753,79850.0177765253
Lesage,Fabre SA,EUR,2021-08-09T22:01:54.141983Z,48982.92384730236,48982.92384730236,0.0
Samson,Poirier S.A.R.L.,EUR,2021-08-12T22:50:48.596714Z,19725.347469179706,13851.945902377112,-5873.401566802593
"Johnston, Woodward and Anderson",Leblanc S.A.S.,EUR,2021-08-15T03:26:03.115181Z,63930.16536273115,63930.16536273115,0.0
Hanegraaff & Hekker,Wagenvoort Groep,EUR,2021-08-22T16:27:33.09092Z,89328.69755288996,64340.967108259945,-24987.73044463002
"Jones, Shepherd and Price",Maillard,EUR,2021-08-23T16:41:27.44232Z,78817.44103654216,78817.44103654216,0.0
Armstrong Inc,Fischer,EUR,2021-09-02T04:05:54.579272Z,105275.51378225513,105275.51378225513,0.0
"Jones, Smith and Waters","Howard, McCarthy and Harris",EUR,2021-09-08T05:42:19.411333Z,21675.721543172385,21675.721543172385,0.0
Armstrong Inc,"Wilkinson, Bennett and Stanley",EUR,2021-09-15T18:02:21.808829Z,79201.22836652442,56731.85276071006,-22469.375605814355
Fabre S.A.,Maillard,EUR,2021-09-27T16:43:45.363106Z,68461.34319010022,68799.96875,338.62555989978136
Maillard,Georges S.A.,EUR,2021-10-02T05:25:38.093987Z,846.1154089430713,903.1568971864244,57.041488243353115
"Simpson, Thompson and Lamb",Welch-Ryan,EUR,2021-10-18T18:28:16.713012Z,113327.0524316282,113327.0524316282,0.0
Croon Elektrotechniek,Schofield PLC,EUR,2021-10-21T17:56:33.12362Z,78580.31798245614,48277.66015625,-30302.657826206138
le Gallen & van Gelder,Coolen NV,EUR,2021-10-31T06:24:48.483852Z,37288.977851569594,37288.977851569594,0.0
"Johnston, Woodward and Anderson",Samson,EUR,2021-10-31T06:24:48.483852Z,44674.46023759767,44674.46023759767,0.0
Freudenberger Grein Groth GmbH & Co. KG,"Howard, McCarthy and Harris",EUR,2021-11-16T17:48:11.382815Z,91622.255,91622.255,0.0
Hanegraaff & Hekker,"Sanderson, Fox and Holland",EUR,2022-02-02T09:30:18.476123Z,82957.9436,57046.2343,-25911.709300000002
Andrews-Finch,Salz,EUR,2022-05-26T05:43:53.699249Z,4130.9615,4130.9615,0.0
Bender Scheibe GmbH & Co. OHG,Fabre S.A.,EUR,2021-01-03T10:28:32.065388Z,34718.4921875,34718.4921875,0.0
Maillard,Leduc,EUR,2021-01-30T13:30:59.093606Z,84584.78125,84584.78125,0.0
Jäntsch Schweitzer GmbH & Co. KG,Striebitz,EUR,2021-02-16T15:44:49.229318Z,57980.82185064278,76469.32047178758,18488.498621144798
"Stokes, Adams and Robinson",Poirier S.A.R.L.,EUR,2021-02-22T20:48:26.36961Z,24127.813733677496,104427.08629100036,80299.27255732287
Royal Bastiaanse,Auger Legros SARL,EUR,2021-03-05T02:01:03.683923Z,66927.10847350309,44499.548067804644,-22427.560405698445
Samson,"Sanderson, Fox and Holland",EUR,2021-03-06T21:44:14.229764Z,74797.4808,74797.4808,0.0
Mars,"Sanderson, Fox and Holland",EUR,2021-03-06T21:44:14.229764Z,92446.7421875,74797.4808,-17649.261387499995
"Wilkinson, Bennett and Stanley","Johnston, Woodward and Anderson",EUR,2021-03-07T00:53:37.352118Z,4657.786956549246,22931.47274781937,18273.685791270123
Ferreira S.A.R.L.,Guibert S.A.S.,EUR,2021-03-13T21:52:47.068135Z,49660.09883238502,91866.14282822148,42206.04399583646
Bailey-Bolton,Schofield PLC,EUR,2021-04-21T07:51:24.915385Z,74623.5703125,87367.933242231,12744.362929730996
Andrews-Finch,Ferreira S.A.R.L.,EUR,2021-04-22T10:10:55.189523Z,27484.197265625,27484.197265625,0.0
Salz,Roussel,EUR,2021-05-04T16:31:28.868586Z,54958.920666852166,86064.07064959696,31105.1499827448
"Gough, Evans and Blackburn","Wilkinson, Bennett and Stanley",EUR,2021-05-08T19:33:40.903964Z,32945.65934561262,32945.65934561262,0.0
Guibert S.A.S.,Grein Groth,EUR,2021-07-03T06:59:37.847062Z,92019.8515625,40154.268998633466,-51865.582563866534
Fabre SA,Moran PLC,EUR,2021-07-22T16:19:04.135889Z,92699.16774218038,92699.16774218038,0.0
Kusch,"Johnson, Hope and Evans",EUR,2021-07-22T23:58:39.561568Z,18105.699,20025.365234375,1919.6662343749995
Moran PLC,Stichting Mol,EUR,2021-07-22T23:58:39.561568Z,87560.41856463205,94555.71360834519,6995.295043713137
Haneberg & Cammel,Ehlert,EUR,2021-07-28T06:55:17.799511Z,14625.4921875,1545.9127919037458,-13079.579395596254
Lesage,Pruvost,EUR,2021-08-09T16:07:12.30081Z,53509.755509778755,53509.755509778755,0.0
Moran PLC,Haneberg & Cammel,EUR,2021-08-23T01:07:11.796396Z,89733.2545174223,89733.2545174223,0.0
Haneberg & Cammel,"Johnson, Hope and Evans",EUR,2021-08-26T06:55:25.17105Z,39637.51953125,51939.42256401138,12301.90303276138
Lesage,Fabre SA,EUR,2021-08-27T10:34:36.887992Z,57442.373026116,57442.373026116,0.0
de Koning NV,"Howard, McCarthy and Harris",EUR,2021-08-30T00:10:08.837434Z,21788.8241,68347.64715558256,46558.82305558256
Hope-Short,Moran PLC,EUR,2021-09-11T20:37:04.742055Z,45588.46416641361,45588.46416641361,0.0
le Gallen & van Gelder,van der Noot & Jonkman,EUR,2021-09-13T12:44:20.349655Z,43393.48106330014,80636.8986,37243.41753669986
Winters Groep,Gröttner,EUR,2021-09-18T19:24:37.060406Z,65931.9140625,44503.6953125,-21428.21875
Merle,Scholz AG,EUR,2021-09-23T00:56:34.736611Z,55361.53868053447,75861.79023089678,20500.251550362307
Roussel,"Cooper, Bailey and Barker",EUR,2021-09-24T20:22:16.227261Z,36848.46194879089,36848.46194879089,0.0
Poirier S.A.R.L.,"Wilkinson, Bennett and Stanley",EUR,2021-09-28T12:36:16.00997Z,45274.85629287434,82233.58101781557,36958.724724941225
Leblanc S.A.S.,Remmers & Gruijl,EUR,2021-09-30T02:44:59.806226Z,7685.826132927169,82551.5851174208,74865.75898449363
"Jones, Shepherd and Price",Portaal,EUR,2021-10-07T01:47:39.073126Z,81348.86027178864,29851.840327169273,-51497.019944619366
Salz,Haneberg & Cammel,EUR,2021-10-21T17:08:44.931595Z,21034.248046875,45927.56119606449,24893.31314918949
Trespa,Poirier S.A.R.L.,EUR,2021-11-14T21:37:52.955167Z,43590.19725036344,43590.19725036344,0.0
Merle,Trespa,EUR,2021-11-16T05:09:58.06417Z,85239.9104,30730.8063,-54509.1041
Portaal,Fabre S.A.,EUR,2021-11-20T04:59:33.746736Z,109888.89506282599,91778.53099810336,-18110.364064722628
Bailey-Bolton,Putz,EUR,2021-12-08T07:13:02.3566Z,10624.9791,10624.9791,0.0
Valette Fleury SA,"Wilkinson, Bennett and Stanley",EUR,2022-06-05T09:42:50.487642Z,37393.4917,37393.4917,0.0
"Forster, Mitchell and Hall",Teixeira S.A.S.,EUR,2022-10-16T16:07:23.027994Z,80560.7135,44880.4628,-35680.2507
Schmitt,Poirier S.A.R.L.,EUR,2022-11-07T12:35:33.536767Z,95573.3205,95573.3205,0.0
Johnson-Dawson,Koninklijke Stinis,EUR,2022-11-10T14:12:03.980021Z,71697.7422,71697.7422,0.0
"Cooper, Bailey and Barker",Ferreira S.A.R.L.,EUR,2021-01-12T01:52:44.858783Z,69807.77564783885,63950.460615232594,-5857.315032606253
Bender Scheibe GmbH & Co. OHG,Fabre SA,EUR,2021-02-10T16:55:42.947128Z,56959.09568276141,56959.09568276141,0.0
Bourdon S.A.,Leblanc S.A.S.,EUR,2021-02-27T14:38:41.565271Z,61704.1171875,61704.1171875,0.0
Kostolzin AG,Bosch & van Haspengouw,EUR,2021-03-13T21:52:47.068135Z,35585.759565745524,49660.09883238502,14074.339266639494
Fischer,"Smith, Francis and Hurst",EUR,2021-03-16T12:45:39.289918Z,66925.18746876704,82723.39052535682,15798.203056589788
Evans-Davison,Roussel,EUR,2021-04-13T23:17:03.681678Z,35007.54208155524,35007.54208155524,0.0
Salz,Roussel,EUR,2021-04-13T23:17:03.681678Z,23277.548627595173,35007.54208155524,11729.993453960069
Leduc,Croon Elektrotechniek,EUR,2021-04-16T09:25:13.506714Z,57556.58309292438,57556.58309292438,0.0
"Smith, Francis and Hurst",Leblanc S.A.S.,EUR,2021-04-24T18:17:47.44354Z,33318.4453125,5588.576395062826,-27729.868917437176
"Simpson, Thompson and Lamb",Armstrong Inc,EUR,2021-05-18T06:07:41.073689Z,74675.5275011854,74675.5275011854,0.0
Kaul GbR,Drub Mende e.V.,EUR,2021-05-24T04:45:32.069224Z,5836.9345,24863.658203125,19026.723703125
"Cooper, Bailey and Barker",Pruvost,EUR,2021-06-22T13:56:01.262677Z,10322.8076171875,10322.8076171875,0.0
Putz,Evans-Davison,EUR,2021-07-30T23:54:50.25368Z,39936.05042894018,97489.8275,57553.77707105982
"Forster, Mitchell and Hall",Lesage,EUR,2021-08-09T22:01:54.141983Z,98070.83681293653,47554.513394973925,-50516.3234179626
Merle,"Simpson, Thompson and Lamb",EUR,2021-08-17T18:18:50.617244Z,3704.421063744666,78540.65625,74836.23518625533
Cameron-Buckley,"Stokes, Adams and Robinson",EUR,2021-08-30T00:10:08.837434Z,68347.64715558256,6477.390424964438,-61870.256730618115
Georges S.A.,"Cooke, Cook and Bell",EUR,2021-09-04T02:01:53.846711Z,42471.89299444621,42471.89299444621,0.0
Welch-Ryan,Scholz AG,EUR,2021-09-06T17:35:49.53633Z,38470.27734375,38470.27734375,0.0
Mars,Merle,EUR,2021-09-09T08:12:50.98753Z,31947.01280227596,31947.01280227596,0.0
Delahaye,"Simpson, Thompson and Lamb",EUR,2021-09-23T07:41:15.683535Z,34634.84583692985,21961.38387565197,-12673.461961277884
Leblanc S.A.S.,Legendre Maury S.A.,EUR,2021-09-30T02:44:59.806226Z,7685.826132927169,7685.826132927169,0.0
Stichting Mol,Schmitt,EUR,2021-10-12T12:24:27.919888Z,1378.96007511198,7721.474100064737,6342.514024952758
Johnson-Dawson,Nelson Group,EUR,2021-10-27T03:03:39.431895Z,33039.6027,57371.05855855856,24331.455858558555
Portaal,Fabre SA,EUR,2021-10-27T10:03:43.078846Z,39452.82421875,39452.82421875,0.0
Ruppert GmbH & Co. KG,Teixeira S.A.S.,EUR,2021-10-30T08:47:26.13583Z,29552.2338,48217.5267,18665.2929
Guibert S.A.S.,"Jones, Shepherd and Price",EUR,2021-11-04T13:38:27.99777Z,37413.77355974395,37413.77355974395,0.0
Welch-Ryan,Jäntsch Schweitzer GmbH & Co. KG,EUR,2021-11-19T01:26:18.260051Z,9226.626953125,9226.626953125,0.0
Leblanc S.A.S.,Koninklijke Stinis,EUR,2021-11-19T14:41:09.266619Z,68811.3266,88520.8042,19709.4776
Fabre SA,Lesage,EUR,2022-12-31T16:32:39.049971Z,6662.4467,6662.4467,0.0
"Smith, Francis and Hurst",Sontag,EUR,2023-03-06T15:08:16.397752Z,29868.9262,18425.6616,-11443.264600000002
Merle,Welch-Ryan,EUR,2021-02-02T12:31:19.851022Z,2991.9319,20926.837758239824,17934.905858239825
Morin Boulanger et Fils,Guibert S.A.S.,EUR,2021-02-06T04:43:42.270748Z,94474.29522218848,94474.29522218848,0.0
Grein Groth,Le Gall SARL,EUR,2021-02-09T14:39:03.832406Z,20699.6802,20699.6802,0.0
Langlois S.A.R.L.,Bourdon S.A.,EUR,2021-03-01T10:06:10.921373Z,13745.5146484375,50108.77855686671,36363.26390842921
Evans-Davison,Hope-Short,EUR,2021-03-02T01:11:30.040246Z,56376.77300307786,56376.77300307786,0.0
"Simpson, Thompson and Lamb","Jones, Smith and Waters",EUR,2021-03-02T06:25:08.658882Z,11830.4272,11830.4272,0.0
"Smith, Francis and Hurst",Franke,EUR,2021-03-30T22:47:25.272214Z,87839.45901660087,87839.45901660087,0.0
Hanegraaff & Hekker,"Johnston, Woodward and Anderson",EUR,2021-04-20T16:25:55.88611Z,21957.253074703916,16447.785161806543,-5509.467912897373
Teixeira S.A.S.,Georges S.A.,EUR,2021-05-07T17:02:22.190687Z,73450.734375,54522.55890019233,-18928.17547480767
Trespa,Teixeira S.A.S.,EUR,2021-05-12T05:32:59.113338Z,75663.74022048364,79978.9339,4315.193679516364
Hanegraaff & Hekker,Samson,EUR,2021-05-27T10:47:15.118848Z,68672.859375,12482.794921875,-56190.064453125
"Howard, McCarthy and Harris",Johnson Group,EUR,2021-06-03T20:23:28.378258Z,45247.98499342039,45247.98499342039,0.0
Koninklijke Stinis,Hanegraaff & Hekker,EUR,2021-06-07T14:58:51.566278Z,108005.54101172088,204.95752150549274,-107800.58349021539
van der Noot & Jonkman,Cameron-Buckley,EUR,2021-07-11T15:42:07.549918Z,165302.99448107622,193122.76755292568,27819.773071849457
"Simpson, Thompson and Lamb",Fischer,EUR,2021-07-19T08:31:54.311466Z,70430.92513159226,70430.92513159226,0.0
Teixeira S.A.S.,Maillard,EUR,2021-08-09T22:01:54.141983Z,34015.67578125,32257.634690611663,-1758.0410906383368
Bosch & van Haspengouw,Salz,EUR,2021-08-15T08:45:35.708249Z,31937.296260075866,31937.296260075866,0.0
"Smith, Francis and Hurst",Legendre Maury S.A.,EUR,2021-08-17T00:43:15.16549Z,90754.14653086952,78643.4453125,-12110.701218369519
Fabre S.A.,Speer Dobes GmbH,EUR,2021-08-17T14:05:06.063742Z,45892.9531708675,42994.45086533902,-2898.5023055284764
"Forster, Mitchell and Hall",Salz,EUR,2021-08-23T01:07:11.796396Z,81311.8628496918,79845.40625,-1466.4565996917954
Royal Schagen,Valette Fleury SA,EUR,2021-08-23T20:55:10.620186Z,9789.089356626364,22505.721574805142,12716.632218178778
Kusch,de Koning NV,EUR,2021-08-25T18:59:04.935975Z,94223.47676623992,62868.51953125,-31354.957234989924
"Johnson, Hope and Evans","Johnson, Hope and Evans",EUR,2021-08-26T06:55:25.17105Z,58183.51040184922,51939.42256401138,-6244.08783783784
Schmitt,Cichorius,EUR,2021-09-18T14:00:55.560095Z,174557.84060966744,57690.785769321956,-116867.05484034549
Morin Boulanger et Fils,Andrews-Finch,EUR,2021-09-24T20:22:16.227261Z,8605.43818901138,8605.43818901138,0.0
Guibert S.A.S.,"Cooke, Cook and Bell",EUR,2021-09-24T21:26:09.772156Z,35392.53136428425,35392.53136428425,0.0
Johnson-Dawson,Trespa,EUR,2021-10-18T15:18:20.778045Z,212093.20839201345,20828.361059444276,-191264.84733256916
Croon Elektrotechniek,Teixeira S.A.S.,EUR,2021-10-21T17:56:33.12362Z,78580.31798245614,78580.31798245614,0.0
Moran PLC,Fabre SA,EUR,2021-10-27T10:03:43.078846Z,4568.184806928639,39452.82421875,34884.639411821365
Jäntsch Schweitzer GmbH & Co. KG,Armstrong Inc,EUR,2021-11-02T16:10:59.343612Z,80394.68498103367,80394.68498103367,0.0
Drub Mende e.V.,Leblanc S.A.S.,EUR,2021-11-12T02:51:31.157595Z,42136.2239,79230.36712977022,37094.14322977023
Fitzgerald Inc,"Sanderson, Fox and Holland",EUR,2021-11-18T04:42:28.349631Z,24009.0234375,37210.55389531846,13201.530457818459
Valette Fleury SA,Ruppert GmbH & Co. KG,EUR,2021-01-17T03:19:46.124424Z,56385.6,86685.6431,30300.043100000003
Kusch,Groen & de Leeuw,EUR,2021-02-10T20:51:02.801937Z,8737.8583984375,8737.8583984375,0.0
Maillard,"Cooper, Bailey and Barker",EUR,2021-02-14T16:40:09.192735Z,30723.6091867851,20251.697265625,-10471.9119211601
"Johnson, Hope and Evans",Cameron-Buckley,EUR,2021-02-14T23:05:27.05564Z,92823.516,59123.1171875,-33700.3988125
Royal Schagen,Ruppert GmbH & Co. KG,EUR,2021-02-19T02:26:35.157218Z,99845.94847656645,99845.94847656645,0.0
Kostolzin AG,Armstrong Inc,EUR,2021-03-14T13:54:32.897063Z,55708.775401103354,38402.74937766714,-17306.026023436214
Leblanc S.A.S.,Henderson-Wright,EUR,2021-03-22T17:31:52.591985Z,17169.937618539592,18662.6217,1492.6840814604075
Auger Legros SARL,Welch-Ryan,EUR,2021-03-29T19:22:50.842175Z,93699.6796875,93699.6796875,0.0
Fischer,"Stokes, Adams and Robinson",EUR,2021-03-30T02:14:00.85037Z,101531.71068621661,58116.50960170697,-43415.20108450964
Leconte,"Howard, McCarthy and Harris",EUR,2021-04-24T00:06:22.542638Z,48345.954803117726,47752.61523813139,-593.3395649863378
Teixeira S.A.S.,Kostolzin AG,EUR,2021-04-27T07:03:03.638999Z,57946.198380428854,80068.11625477012,22121.91787434127
Ruppert GmbH & Co. KG,Drub Mende e.V.,EUR,2021-05-18T06:07:41.073689Z,78745.3411,93038.9921875,14293.651087499995
Leconte,"Kaur, Kemp and Turner",EUR,2021-05-28T19:09:06.204727Z,26700.669007823613,46193.768821490026,19493.099813666413
Schofield PLC,Portaal,EUR,2021-06-27T10:40:45.720447Z,11398.685322920452,57321.81663756453,45923.13131464408
Scholz AG,Franke,EUR,2021-07-07T15:47:57.68282Z,85587.93037604488,85587.93037604488,0.0
"Jones, Smith and Waters",Remmers & Gruijl,EUR,2021-07-18T15:16:31.639101Z,47891.94140625,80170.4451161688,32278.503709918805
"Simpson, Thompson and Lamb",Koninklijke van Brunswijk,EUR,2021-07-19T08:31:54.311466Z,70430.92513159226,97499.6875,27068.76236840774
Trespa,"Wilkinson, Bennett and Stanley",EUR,2021-07-22T14:33:33.48526Z,95520.6640625,8948.88700146776,-86571.77706103225
Leblanc S.A.S.,Poirier S.A.R.L.,EUR,2021-07-26T13:19:27.976833Z,33444.277318048385,33444.277318048385,0.0
le Gallen & van Gelder,Didier,EUR,2021-08-04T05:05:56.167076Z,7555.921645721652,22193.416015625,14637.494369903348
Goudriaan NV,Leconte,EUR,2021-08-15T21:19:40.259464Z,87724.19411854897,87724.19411854897,0.0
Pruvost,Welch-Ryan,EUR,2021-08-26T23:13:39.270488Z,75338.6004,86677.54042666261,11338.940026662618
Guibert S.A.S.,"Cooke, Cook and Bell",EUR,2021-09-04T02:01:53.846711Z,84576.1640625,42471.89299444621,-42104.27106805379
van der Noot & Jonkman,Bosch & van Haspengouw,EUR,2021-09-21T04:37:09.631835Z,86913.6987069553,54214.66146624152,-32699.037240713777
Pruvost,Moran PLC,EUR,2021-09-24T21:26:09.772156Z,53920.78920563822,53920.78920563822,0.0
Johnson Group,"Kaur, Kemp and Turner",EUR,2021-10-14T18:11:20.856991Z,95157.74598798383,27055.72386817998,-68102.02211980385
Legendre Maury S.A.,"Johnston, Woodward and Anderson",EUR,2021-11-16T06:56:10.239366Z,14521.179909720113,14521.179909720113,0.0
Morin Boulanger et Fils,Bosch & van Haspengouw,EUR,2021-11-18T14:48:39.952667Z,67733.94795778925,67733.94795778925,0.0
Morin Boulanger et Fils,Guibert S.A.S.,EUR,2022-05-19T07:13:36.781487Z,71266.3444,71266.3444,0.0
Ferreira S.A.R.L.,Bailey-Bolton,EUR,2022-06-11T18:51:08.620219Z,65366.4733,65366.4733,0.0
Putz,Andrews-Finch,EUR,2022-08-22T12:53:16.215246Z,9421.425,9421.425,0.0
Putz,Ferreira S.A.R.L.,EUR,2022-09-19T14:57:54.6794Z,74102.2267,74102.2267,0.0
"Wilkinson, Bennett and Stanley",Koninklijke Stinis,EUR,2022-12-21T03:07:35.429189Z,58592.682,31930.7733,-26661.9087
"Cooke, Cook and Bell",Andrews-Finch,EUR,2023-04-27T10:41:29.657485Z,75479.6172,75479.6172,0.0
Delahaye,"Simpson, Thompson and Lamb",EUR,2021-01-14T05:36:06.595899Z,71377.96997092494,19508.4356,-51869.53437092494
Valette Fleury SA,"Kaur, Kemp and Turner",EUR,2021-01-17T03:19:46.124424Z,56385.6,770.0010952841886,-55615.59890471581
"Stokes, Adams and Robinson",Mars,EUR,2021-01-19T04:23:44.085258Z,48072.87712572123,48072.87712572123,0.0
Valette Fleury SA,Trespa,EUR,2021-01-20T20:48:49.032295Z,92990.87245139877,29797.9435,-63192.92895139877
Leduc,Haneberg & Cammel,EUR,2021-01-30T19:27:03.43481Z,35003.958048638524,65556.89900426743,30552.940955628903
Maillard,"Jones, Shepherd and Price",EUR,2021-03-04T16:12:49.102207Z,1735.231054965327,4966.89504059981,3231.663985634483
Valette Fleury SA,"Houghton, Murray and Thomas",EUR,2021-04-22T06:04:32.785844Z,89235.6388702753,32784.58606956676,-56451.052800708545
Cichorius,Valette Fleury SA,EUR,2021-05-02T15:50:05.88787Z,43174.44921875,43174.44921875,0.0
Legendre Maury S.A.,le Gallen & van Gelder,EUR,2021-06-02T04:33:02.366084Z,9999.9351,63605.5623,53605.627199999995
Koninklijke Stinis,Sontag,EUR,2021-07-10T20:56:21.078398Z,58116.50960170697,58116.50960170697,0.0
Roussel,Salz,EUR,2021-07-14T02:33:27.395086Z,6608.8363644688125,6303.889209933618,-304.9471545351944
Georges S.A.,Hope-Short,EUR,2021-08-04T11:18:49.97038Z,133366.2906170498,98437.01216594924,-34929.278451100545
Hope-Short,Pruvost,EUR,2021-09-11T20:37:04.742055Z,45588.46416641361,9043.377998785301,-36545.08616762831
Schmitt,Fitzgerald Inc,EUR,2021-09-18T14:00:55.560095Z,87278.92030483372,79941.26587964369,-7337.654425190034
Gröttner,Franke,EUR,2021-10-01T09:53:53.052319Z,53129.174816263636,56710.916938708375,3581.742122444739
"Houghton, Murray and Thomas",Henderson-Wright,EUR,2021-10-11T05:16:54.634112Z,30234.766455359855,64888.974,34654.20754464014
Portaal,Teixeira S.A.S.,EUR,2021-10-27T10:03:43.078846Z,39452.82421875,18722.132121825594,-20730.692096924406
Didier,Fitzgerald Inc,EUR,2021-10-31T02:05:31.194066Z,77530.10164770033,32018.177734375,-45511.92391332533
Fitzgerald Inc,Schmitt,EUR,2021-01-23T03:19:01.236297Z,95276.7265625,67782.48796111211,-27494.238601387886
"Johnson, Hope and Evans",Bosch & van Haspengouw,EUR,2021-02-01T04:25:23.570481Z,28086.37442744711,28086.37442744711,0.0
